4.8,0.00267962
5.2,0.00284469
5.6,0.00299217
6,0.00310009
6.4,0.00318473
6.8,0.00326594
7.2,0.00336025
7.6,0.00346855
8,0.0035533
8.4,0.00363079
8.8,0.00366493
9.2,0.00369999
9.6,0.00370681
10,0.00372718
10.4,0.0037515
10.8,0.00378006
11.2,0.00380318
11.6,0.00384982
12,0.00387884
12.4,0.00389335
12.8,0.00388295
13.2,0.00389094
13.6,0.00390823
14,0.003939
14.4,0.00399652
14.8,0.00404463
15.2,0.0040834
15.6,0.00411168
16,0.00413903
16.4,0.0041827
16.8,0.00421426
17.2,0.00422786
17.6,0.00425383
18,0.00427887
18.4,0.00429975
18.8,0.0043277
19.2,0.00436717
19.6,0.00438564
20,0.00441597
20.4,0.00443199
20.8,0.00446658
21.2,0.00450651
21.6,0.00453287
22,0.0045599
22.4,0.00459435
22.8,0.00462587
23.2,0.00465662
23.6,0.00469107
24,0.00469895
24.4,0.00473844
24.8,0.00476918
25.2,0.00477927
25.6,0.0047936
26,0.00479315
26.4,0.00479909
26.8,0.00478971
27.2,0.00478218
27.6,0.00477522
28,0.00478017
28.4,0.00479061
28.8,0.00479585
29.2,0.00480009
29.6,0.00478015
30,0.0047619
30.4,0.00475961
30.8,0.00475375
31.2,0.00474412
31.6,0.00470909
32,0.00471781
32.4,0.00472044
32.8,0.00473145
33.2,0.0047358
33.6,0.00473062
34,0.00472251
34.4,0.00472257
34.8,0.0047137
35.2,0.00471014
35.6,0.00471515
36,0.00472233
36.4,0.00474551
36.8,0.00476137
37.2,0.00476995
37.6,0.00477037
38,0.00477734
38.4,0.00477613
38.8,0.00479031
39.2,0.00480897
39.6,0.00482408
40,0.00484576
40.4,0.00485459
40.8,0.00485668
41.2,0.00485069
41.6,0.00483725
42,0.00484562
42.4,0.00484516
42.8,0.00483703
43.2,0.00483803
43.6,0.00483618
44,0.00483122
44.4,0.00482216
44.8,0.00481989
45.2,0.00482513
45.6,0.00485687
46,0.00486614
46.4,0.00489312
46.8,0.0049159
47.2,0.00494968
47.6,0.00497631
48,0.00502362
48.4,0.00504995
48.8,0.00508763
49.2,0.00513192
49.6,0.00516864
50,0.00520356
50.4,0.00523362
50.8,0.00524994
51.2,0.00526904
51.6,0.00528741
52,0.005308
52.4,0.00531727
52.8,0.00533523
53.2,0.00536392
53.6,0.00540829
54,0.00544275
54.4,0.00546117
54.8,0.0054902
55.2,0.00552431
55.6,0.0055526
56,0.00558935
56.4,0.00564304
56.8,0.00569876
57.2,0.00574616
57.6,0.00579474
58,0.00582413
58.4,0.00585905
58.8,0.00587669
59.2,0.0058913
59.6,0.00590256
60,0.00591338
60.4,0.00591248
60.8,0.00591513
61.2,0.00591627
61.6,0.00592816
62,0.00592787
62.4,0.0059398
62.8,0.00596928
63.2,0.00601061
63.6,0.00603396
64,0.00607024
64.4,0.00612361
64.8,0.00617233
65.2,0.00623327
65.6,0.00630446
66,0.00635575
66.4,0.00643354
66.8,0.00649912
67.2,0.00656452
67.6,0.00663923
68,0.00669178
68.4,0.00676239
68.8,0.00682407
69.2,0.00688266
69.6,0.00693705
70,0.00703051
70.4,0.00711363
70.8,0.00719142
71.2,0.00730116
71.6,0.00737662
72,0.00745968
72.4,0.00753763
72.8,0.00763104
73.2,0.00773278
73.6,0.00783229
74,0.00793389
74.4,0.00804108
74.8,0.00815202
75.2,0.00824331
75.6,0.00833749
76,0.00844676
76.4,0.00855474
76.8,0.00867174
77.2,0.00880496
77.6,0.00896981
78,0.00912242
78.4,0.00927986
78.8,0.00944717
79.2,0.00963206
79.6,0.00986056
80,0.0101036
80.4,0.0103707
80.8,0.0106418
81.2,0.0109489
81.6,0.0112808
82,0.0116535
82.4,0.0120349
82.8,0.0124597
83.2,0.0129272
83.6,0.013447
84,0.01403
84.4,0.0147139
84.8,0.0154623
85.2,0.0162835
85.6,0.0172131
86,0.0182746
86.4,0.0195588
86.8,0.0210209
87.2,0.0227871
87.6,0.0248601
88,0.0272891
88.4,0.0301671
88.8,0.0338131
89.2,0.0380291
89.6,0.0423699
90,0.0468636
90.4,0.0514956
90.8,0.0562549
91.2,0.061122
91.6,0.0655157
92,0.0691293
92.4,0.0714793
92.8,0.0721147
93.2,0.0709978
93.6,0.0683492
94,0.0642603
94.4,0.0591623
94.8,0.0536228
95.2,0.0476821
95.6,0.0414461
96,0.0349152
96.4,0.0281244
96.8,0.0215197
97.2,0.015452
97.6,0.0102696
98,0.00641305
98.4,0.00384471
98.8,0.00228122
99.2,0.00134419
99.6,0.000783526
