5,0.00150521
6,0.00366613
7,0.00531236
8,0.0061474
9,0.00665241
10,0.00636194
11,0.00604363
12,0.00601419
13,0.00588692
14,0.00599744
15,0.00615135
16,0.00578793
17,0.00515232
18,0.00473776
19,0.00438133
20,0.00429075
21,0.00411557
22,0.00392224
23,0.00369917
24,0.00342266
25,0.00303244
26,0.00269636
27,0.00242879
28,0.00248573
29,0.00282833
30,0.00375537
31,0.00433146
32,0.00478694
33,0.00570663
34,0.00594281
35,0.00546926
36,0.00520261
37,0.00510004
38,0.00437489
39,0.0042176
40,0.0040112
41,0.00376563
42,0.00357945
43,0.00343218
44,0.00309865
45,0.00299647
46,0.00287081
47,0.0027378
48,0.00253385
49,0.00239972
50,0.0021801
51,0.00215865
52,0.00222274
53,0.00217763
54,0.00220925
55,0.00230036
56,0.00229916
57,0.00222072
58,0.00234727
59,0.00234923
60,0.00228636
61,0.00218719
62,0.0021075
63,0.0021367
64,0.00207989
65,0.00195281
66,0.00185949
67,0.00183813
68,0.00189568
69,0.00215884
70,0.00249884
71,0.00290402
72,0.00298776
73,0.00283976
74,0.00250599
75,0.00234959
76,0.00213733
77,0.00220294
78,0.00234061
79,0.00235319
80,0.00217941
81,0.00203334
82,0.00177648
83,0.00163418
84,0.00182578
85,0.00180916
86,0.00187261
87,0.0018488
88,0.00188342
89,0.0016328
90,0.00162469
91,0.00151976
92,0.00158937
93,0.00169992
94,0.00207483
95,0.00217778
96,0.00234933
97,0.00246988
98,0.00219384
99,0.00173874
100,0.0016259
101,0.00147364
102,0.00132137
103,0.00132191
104,0.00136495
105,0.00135297
106,0.00136055
107,0.0014998
108,0.00161835
109,0.00170412
110,0.00182074
111,0.00199148
112,0.00191524
113,0.00182479
114,0.00170143
115,0.00156014
116,0.00146467
117,0.00162473
118,0.0017918
119,0.00208808
120,0.00233136
121,0.00233257
122,0.00222506
123,0.00241093
124,0.00247561
125,0.00237149
126,0.00243049
127,0.00240991
128,0.00225544
129,0.00206175
130,0.00206589
131,0.00202326
132,0.00199218
133,0.00191314
134,0.00181221
135,0.00180502
136,0.00179895
137,0.0018086
138,0.00178075
139,0.00207398
140,0.00208288
141,0.00212116
142,0.00217786
143,0.00224745
144,0.00210735
145,0.00219863
146,0.00229819
147,0.00226403
148,0.00219054
149,0.00214833
150,0.00204569
151,0.00193398
152,0.00196735
153,0.00202948
154,0.00199574
155,0.00200773
156,0.00191239
157,0.00172951
158,0.00168536
159,0.00166879
160,0.00161028
161,0.0016169
162,0.00168255
163,0.00161161
164,0.00157986
165,0.00161265
166,0.00171693
167,0.00180282
168,0.00181713
169,0.00178167
170,0.00170559
171,0.00154319
172,0.00141949
173,0.00141128
174,0.00146049
175,0.00156272
176,0.00163745
177,0.00174124
178,0.00178723
179,0.00178554
180,0.00173117
181,0.0017091
182,0.00162785
183,0.0015459
184,0.00154988
185,0.00155391
186,0.00165987
187,0.00176903
188,0.00185441
189,0.00186896
190,0.00186122
191,0.00184923
192,0.0017573
193,0.00170611
194,0.00171009
195,0.00169214
196,0.00166236
197,0.00167061
198,0.00155471
199,0.00142706
200,0.00132172
201,0.00121393
202,0.00117331
203,0.00145342
204,0.00188691
205,0.00220759
206,0.00246702
207,0.00264901
208,0.00258126
209,0.00228281
210,0.00198392
211,0.00173231
212,0.00161352
213,0.00165091
214,0.00171803
215,0.00177194
216,0.00186671
217,0.00195461
218,0.00187659
219,0.00172023
220,0.00170399
221,0.00165157
222,0.00155331
223,0.00155383
224,0.00161368
225,0.00164716
226,0.00166566
227,0.00175819
228,0.00192592
229,0.00204443
230,0.00216503
231,0.00220598
232,0.00214228
233,0.00187212
