4.8,0.0145455
5,0.0148703
5.2,0.0151008
5.4,0.0153556
5.6,0.0155168
5.8,0.0156316
6,0.0157367
6.2,0.0156857
6.4,0.0156128
6.6,0.0155517
6.8,0.015529
7,0.0154029
7.2,0.0152958
7.4,0.0151702
7.6,0.0150194
7.8,0.014975
8,0.0148738
8.2,0.0147276
8.4,0.014635
8.6,0.0145813
8.8,0.0145928
9,0.0145838
9.2,0.0145192
9.4,0.0144719
9.6,0.0144272
9.8,0.0143481
10,0.0143617
10.2,0.0143851
10.4,0.014447
10.6,0.0145359
10.8,0.0146663
11,0.0147524
11.2,0.0149192
11.4,0.0151166
11.6,0.015213
11.8,0.0152451
12,0.015241
12.2,0.0152436
12.4,0.0152351
12.6,0.0152278
12.8,0.0152179
13,0.0152809
13.2,0.015444
13.4,0.0155824
13.6,0.015681
13.8,0.0157179
14,0.0157954
14.2,0.0159494
14.4,0.0160729
14.6,0.0161691
14.8,0.0162422
15,0.016308
15.2,0.0163904
15.4,0.0164392
15.6,0.0165047
15.8,0.0165657
16,0.0166315
16.2,0.016632
16.4,0.0165844
16.6,0.0166053
16.8,0.0167325
17,0.0169316
17.2,0.0170553
17.4,0.0171801
17.6,0.0173066
17.8,0.0174334
18,0.017467
18.2,0.0174242
18.4,0.0172874
18.6,0.0171884
18.8,0.017095
19,0.0169749
19.2,0.0168598
19.4,0.0167372
19.6,0.0166463
19.8,0.0165183
20,0.0163801
20.2,0.016237
20.4,0.0160936
20.6,0.0159181
20.8,0.0157307
21,0.0155681
21.2,0.0154763
21.4,0.0153778
21.6,0.0152812
21.8,0.0151341
22,0.0149483
22.2,0.0147996
22.4,0.0146708
22.6,0.0145275
22.8,0.0144249
23,0.0142924
23.2,0.0141845
23.4,0.0141243
23.6,0.0140154
23.8,0.0139464
24,0.0139008
24.2,0.0138554
24.4,0.0138495
24.6,0.0138848
24.8,0.0139706
25,0.0140707
25.2,0.0141905
25.4,0.0142809
25.6,0.0144075
25.8,0.0145685
26,0.0147323
26.2,0.0148556
26.4,0.0150075
26.6,0.0151278
26.8,0.0152656
27,0.0154106
27.2,0.015581
27.4,0.0157216
27.6,0.0159096
27.8,0.0160714
28,0.016297
28.2,0.0164879
28.4,0.0167247
28.6,0.0169656
28.8,0.0172287
29,0.0175052
29.2,0.0178231
29.4,0.0180656
29.6,0.0182519
29.8,0.0183773
30,0.0185411
30.2,0.0187308
30.4,0.0189781
30.6,0.0192175
30.8,0.0194596
31,0.0196383
31.2,0.0198341
31.4,0.0200645
31.6,0.0203212
31.8,0.0205861
32,0.0208554
32.2,0.0211268
32.4,0.0214192
32.6,0.0217287
32.8,0.0219921
33,0.0222272
33.2,0.0225467
33.4,0.0227933
33.6,0.0230748
33.8,0.023367
34,0.0236438
34.2,0.0238824
34.4,0.0241748
34.6,0.024509
34.8,0.0248868
35,0.0252788
35.2,0.0256757
35.4,0.0260405
35.6,0.0264758
35.8,0.0269304
36,0.0275668
36.2,0.02826
36.4,0.029033
36.6,0.0298964
36.8,0.0308671
37,0.0319383
37.2,0.0330479
37.4,0.0343051
37.6,0.035582
37.8,0.0369954
38,0.0385417
38.2,0.0401696
38.4,0.0419288
38.6,0.0437513
38.8,0.0457193
39,0.0478828
39.2,0.0502204
39.4,0.0527394
39.6,0.0548488
39.8,0.056462
40,0.0576849
40.2,0.0586357
40.4,0.0594284
40.6,0.0599898
40.8,0.0603645
41,0.0604843
41.2,0.0604163
41.4,0.0601596
41.6,0.0597198
41.8,0.0590758
42,0.0581849
42.2,0.0571881
42.4,0.0559858
42.6,0.0546744
42.8,0.0532169
43,0.0515708
43.2,0.0497489
43.4,0.0477384
43.6,0.0455693
43.8,0.0431762
44,0.0405623
44.2,0.0377045
44.4,0.0346333
44.6,0.0318467
44.8,0.0294682
45,0.027332
45.2,0.0253716
45.4,0.0235219
45.6,0.0217973
45.8,0.0201801
46,0.0186637
46.2,0.0172488
46.4,0.0158963
46.6,0.0146127
46.8,0.0133757
47,0.0122581
47.2,0.0111481
47.4,0.0100729
47.6,0.00905594
47.8,0.00808209
48,0.00718376
48.2,0.00634286
48.4,0.00560193
48.6,0.00494299
48.8,0.00434124
49,0.00378152
49.2,0.00329275
49.4,0.00284853
49.6,0.00245221
49.8,0.002088
